Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
Fortuner,E:\datacamera2\2025-06-20_11-25-08\CAMERA_1.jpg,CAMERA_1.jpg,18,"[0, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 26, 27, 28]",12,"['12 0.342071 0.674599 0.046749 0.084552', '6 0.540243 0.576754 0.029397 0.035464', '24 0.61761 0.764321 0.02047 0.02069', '14 0.574189 0.619484 0.019982 0.019762', '27 0.556925 0.80519 0.019968 0.019955', '18 0.593474 0.620411 0.019199 0.019641', '16 0.424927 0.531533 0.01959 0.019913', '4 0.560709 0.843382 0.028344 0.051535', '5 0.622684 0.61581 0.021213 0.037362', '11 0.315142 0.674907 0.020325 0.020318', '22 0.588667 0.600771 0.02007 0.01964', '15 0.365715 0.555987 0.020442 0.019984', '0 0.597959 0.672539 0.020035 0.019663', '10 0.363702 0.702492 0.020176 0.019917', '13 0.564887 0.615831 0.020387 0.020158', '28 0.600283 0.769535 0.020111 0.019892', '26 0.378035 0.715888 0.020237 0.020223', '17 0.512236 0.542737 0.01974 0.019773']"
Innova,E:\datacamera2\2025-06-20_11-25-08\CAMERA_1.jpg,CAMERA_1.jpg,15,"[0, 3, 4, 6, 7, 8, 9, 10, 14, 16, 17, 19, 24, 25, 26]",8,"['8 0.34217 0.67382 0.043493 0.080668', '26 0.378074 0.717004 0.020054 0.02088', '7 0.315022 0.675079 0.019679 0.020599', '10 0.574268 0.619321 0.020105 0.020655', '0 0.598707 0.673982 0.019877 0.01977', '16 0.54589 0.664053 0.020184 0.021819', '19 0.588258 0.600558 0.020545 0.020302', '14 0.593727 0.620027 0.019599 0.01942', '4 0.539692 0.57701 0.029235 0.035097', '3 0.621474 0.609129 0.019712 0.04933', '9 0.564823 0.61482 0.020468 0.020987', '6 0.363746 0.70281 0.019885 0.019913', '17 0.600042 0.770438 0.020011 0.019469', '24 0.617666 0.764583 0.019917 0.020336', '25 0.360671 0.812514 0.020387 0.02106']"
Zenix,E:\datacamera2\2025-06-20_11-25-08\CAMERA_1.jpg,CAMERA_1.jpg,1,[3],3,['3 0.342533 0.670307 0.042295 0.07973']
Fortuner,E:\datacamera2\2025-06-20_11-22-53\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 27, 28]",8,"['8 0.595545 0.679753 0.049009 0.080023', '11 0.622927 0.682113 0.020525 0.020711', '16 0.41908 0.5324 0.020079 0.020098', '26 0.371097 0.717216 0.02023 0.020316', '28 0.593479 0.771964 0.019621 0.019801', '22 0.582793 0.601744 0.020732 0.020332', '23 0.556215 0.536938 0.020338 0.020954', '6 0.533675 0.579001 0.029783 0.034254', '1 0.315595 0.562943 0.02056 0.019978', '27 0.551077 0.807749 0.020609 0.020057', '13 0.568197 0.620037 0.020364 0.020212', '9 0.584017 0.638905 0.020514 0.020469', '14 0.558614 0.615541 0.019772 0.020385', '10 0.574212 0.708282 0.020376 0.0203', '2 0.311215 0.60437 0.02007 0.020759', '15 0.356864 0.584691 0.020015 0.020063', '21 0.360002 0.557755 0.020723 0.020806', '0 0.339025 0.669491 0.020393 0.02045', '4 0.553692 0.857941 0.02725 0.0431', '18 0.587896 0.620105 0.020195 0.019872', '17 0.506187 0.545926 0.020359 0.020229', '25 0.354916 0.812959 0.019204 0.019547']"
Innova,E:\datacamera2\2025-06-20_11-22-53\CAMERA_1.jpg,CAMERA_1.jpg,11,"[2, 4, 7, 8, 9, 10, 14, 16, 17, 25, 26]",7,"['7 0.622712 0.682578 0.018624 0.019086', '26 0.370915 0.717362 0.020369 0.020398', '16 0.539661 0.665103 0.019621 0.035735', '4 0.532916 0.578099 0.026775 0.030764', '8 0.596936 0.679063 0.041797 0.07765', '10 0.567309 0.620177 0.01931 0.020086', '9 0.557215 0.615811 0.019024 0.01993', '2 0.554991 0.850141 0.024031 0.042486', '14 0.586406 0.622048 0.018072 0.01924', '25 0.355385 0.813174 0.019134 0.019749', '17 0.5936 0.771239 0.019166 0.018419']"
Zenix,E:\datacamera2\2025-06-20_11-22-53\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-21-07\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-20_11-21-07\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.57392 0.716007 0.048792 0.105443']
Zenix,E:\datacamera2\2025-06-20_11-21-07\CAMERA_1.jpg,CAMERA_1.jpg,14,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.57241 0.719914 0.051553 0.115742', '5 0.577974 0.939261 0.019912 0.01991', '8 0.498162 0.748341 0.020208 0.020431', '18 0.46312 0.649484 0.020489 0.020447', '10 0.456632 0.688126 0.019429 0.019759', '16 0.342089 0.712941 0.019959 0.019765', '11 0.443571 0.838628 0.02048 0.020137', '12 0.536502 0.941391 0.020926 0.02079', '9 0.499443 0.786629 0.020404 0.020566', '13 0.5478 0.940962 0.019845 0.020231', '7 0.464449 0.57092 0.019644 0.019802', '17 0.394464 0.658416 0.020549 0.020328', '15 0.327838 0.636254 0.01997 0.020522', '6 0.3303 0.570514 0.020254 0.020288']"
Fortuner,E:\datacamera2\2025-06-20_11-19-16\CAMERA_1.jpg,CAMERA_1.jpg,17,"[4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 18, 21, 22, 24, 25, 26, 28]",12,"['12 0.340443 0.679291 0.047066 0.083635', '9 0.353193 0.638499 0.019586 0.019565', '10 0.361869 0.707294 0.019969 0.019588', '28 0.597667 0.776568 0.02081 0.020845', '18 0.591561 0.626895 0.020539 0.020678', '25 0.358976 0.815705 0.019598 0.019539', '24 0.614433 0.770934 0.020097 0.020264', '26 0.375504 0.722126 0.019761 0.020068', '4 0.55718 0.850021 0.028291 0.050243', '22 0.586633 0.606783 0.019583 0.019216', '5 0.619587 0.619953 0.020443 0.044428', '11 0.31403 0.680078 0.020337 0.019947', '14 0.572425 0.62649 0.019322 0.020098', '15 0.365406 0.563301 0.019981 0.02006', '13 0.563329 0.620915 0.020311 0.019991', '6 0.537291 0.581818 0.028833 0.036188', '21 0.35661 0.525615 0.020293 0.020203']"
Innova,E:\datacamera2\2025-06-20_11-19-16\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28]",4,"['4 0.537068 0.583316 0.026269 0.032843', '8 0.340445 0.678391 0.04252 0.079109', '6 0.361561 0.70712 0.019877 0.020252', '28 0.562692 0.535922 0.020097 0.020151', '5 0.352754 0.638231 0.019748 0.019759', '1 0.560095 0.852644 0.025226 0.043658', '14 0.591938 0.625963 0.020172 0.020131', '19 0.586746 0.605628 0.020132 0.019992', '23 0.575198 0.51668 0.019423 0.019471', '15 0.542997 0.66824 0.019114 0.019585', '13 0.510777 0.550916 0.019668 0.019915', '11 0.364768 0.562446 0.019791 0.020129', '21 0.428613 0.496103 0.020246 0.020451', '10 0.572822 0.625264 0.019363 0.020367', '20 0.355846 0.524725 0.020212 0.020379', '24 0.613984 0.771168 0.019682 0.020088', '9 0.562441 0.620266 0.019784 0.01924', '12 0.423462 0.539028 0.020668 0.020813', '26 0.375661 0.723004 0.019802 0.020215', '17 0.596592 0.775763 0.020667 0.020773', '25 0.359304 0.815163 0.019833 0.021326', '0 0.596337 0.680269 0.020257 0.020148', '3 0.617474 0.613502 0.018664 0.045572', '7 0.313916 0.680146 0.019916 0.019419', '27 0.441643 0.501256 0.021483 0.021016']"
Zenix,E:\datacamera2\2025-06-20_11-19-16\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-17-22\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-20_11-17-22\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.573437 0.71122 0.049998 0.109377']
Zenix,E:\datacamera2\2025-06-20_11-17-22\CAMERA_1.jpg,CAMERA_1.jpg,4,"[1, 2, 6, 15]",1,"['1 0.571918 0.715592 0.058079 0.122775', '15 0.32843 0.626988 0.01848 0.01835', '6 0.331613 0.563194 0.019573 0.019465', '2 0.34296 0.457228 0.020455 0.046492']"
Fortuner,E:\datacamera2\2025-06-20_11-15-48\CAMERA_1.jpg,CAMERA_1.jpg,17,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 18, 22, 24, 25, 26]",12,"['12 0.337019 0.687734 0.047393 0.084234', '10 0.358812 0.715611 0.019606 0.01985', '9 0.350126 0.64625 0.019889 0.019667', '11 0.310827 0.687833 0.020421 0.02021', '26 0.372773 0.728226 0.020665 0.020199', '0 0.592618 0.685665 0.020652 0.020693', '6 0.53368 0.589298 0.029409 0.037107', '15 0.361632 0.569601 0.020256 0.020497', '22 0.584012 0.612249 0.019497 0.019795', '24 0.612084 0.777981 0.020661 0.020513', '25 0.354427 0.827759 0.02054 0.020446', '4 0.555035 0.855307 0.022932 0.042525', '5 0.616899 0.618709 0.020591 0.058539', '13 0.560267 0.627208 0.019498 0.019526', '18 0.588863 0.631206 0.019292 0.019088', '14 0.570128 0.63259 0.019686 0.019904', '16 0.420667 0.545569 0.019474 0.019724']"
Innova,E:\datacamera2\2025-06-20_11-15-48\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28]",6,"['6 0.358591 0.715667 0.019635 0.019597', '4 0.534293 0.5907 0.029182 0.032515', '28 0.559731 0.541182 0.020149 0.020357', '7 0.310837 0.687616 0.01947 0.01922', '5 0.349564 0.646243 0.019668 0.019425', '0 0.592943 0.686184 0.020299 0.020456', '24 0.611748 0.778861 0.019685 0.020423', '20 0.351263 0.531206 0.02014 0.020442', '8 0.337004 0.6877 0.046024 0.082516', '13 0.506453 0.557515 0.0207 0.020745', '9 0.560118 0.626347 0.01958 0.020672', '22 0.495142 0.504807 0.019826 0.019906', '27 0.438162 0.505504 0.020242 0.019695', '26 0.372648 0.728762 0.020529 0.020496', '16 0.539949 0.67869 0.019716 0.034337', '12 0.419908 0.544236 0.020549 0.020934', '2 0.556162 0.859912 0.023973 0.040553', '25 0.355823 0.824873 0.019679 0.020656', '19 0.583837 0.611711 0.020069 0.020333', '10 0.570181 0.631603 0.01983 0.020024', '11 0.361106 0.569041 0.020216 0.020149', '21 0.425341 0.502567 0.019533 0.019887', '3 0.617973 0.621379 0.019931 0.051157', '18 0.594509 0.779031 0.019997 0.034197', '14 0.588249 0.630989 0.020429 0.01954']"
Zenix,E:\datacamera2\2025-06-20_11-15-48\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-14-25\CAMERA_1.jpg,CAMERA_1.jpg,16,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 18, 22, 24, 25, 26]",12,"['12 0.33813 0.690017 0.047274 0.085101', '11 0.3117 0.689266 0.020252 0.019833', '10 0.36078 0.718184 0.020574 0.020263', '9 0.351718 0.647997 0.020272 0.019846', '26 0.374682 0.732004 0.020977 0.020807', '0 0.598532 0.689089 0.020494 0.020656', '25 0.357486 0.830179 0.019965 0.020107', '22 0.588508 0.615784 0.019929 0.019698', '24 0.617176 0.782716 0.02166 0.021349', '4 0.558951 0.861577 0.023558 0.041582', '18 0.594336 0.635963 0.020209 0.020009', '15 0.362989 0.569463 0.019899 0.021004', '5 0.622867 0.632906 0.019953 0.039004', '14 0.574492 0.635171 0.020738 0.020672', '13 0.56491 0.630399 0.020275 0.019663', '6 0.539041 0.591712 0.028743 0.036811']"
Innova,E:\datacamera2\2025-06-20_11-14-25\CAMERA_1.jpg,CAMERA_1.jpg,25,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28]",6,"['6 0.360419 0.718425 0.02078 0.019634', '20 0.353256 0.531196 0.020273 0.020765', '4 0.538209 0.592441 0.029077 0.035901', '8 0.338263 0.689407 0.046038 0.08301', '7 0.311406 0.689124 0.01955 0.019498', '24 0.617235 0.782855 0.020698 0.020478', '5 0.351633 0.647907 0.02001 0.020246', '26 0.37455 0.732686 0.020245 0.020053', '22 0.498453 0.505211 0.020183 0.020236', '0 0.598665 0.690113 0.02008 0.020346', '28 0.564458 0.542352 0.020677 0.020407', '27 0.441388 0.505769 0.020078 0.02015', '13 0.511086 0.557534 0.020691 0.020645', '25 0.357386 0.829136 0.020562 0.021425', '12 0.42258 0.544533 0.020341 0.020352', '11 0.362848 0.570146 0.020143 0.020243', '21 0.42799 0.502356 0.020427 0.020245', '3 0.623461 0.623581 0.02019 0.04829', '19 0.588401 0.615411 0.020544 0.020582', '9 0.564242 0.630337 0.020705 0.020146', '16 0.545116 0.680253 0.020401 0.021636', '2 0.560397 0.868916 0.028738 0.056232', '10 0.574461 0.63534 0.020104 0.020336', '14 0.593593 0.635289 0.020385 0.020144', '18 0.59852 0.787026 0.020555 0.021356']"
Zenix,E:\datacamera2\2025-06-20_11-14-25\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-12-49\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-20_11-12-49\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Zenix,E:\datacamera2\2025-06-20_11-12-49\CAMERA_1.jpg,CAMERA_1.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"['3 0.371696 0.701187 0.053236 0.117438', '18 0.532148 0.655174 0.020353 0.020368', '15 0.319777 0.667155 0.019611 0.01962', '6 0.477687 0.558071 0.020286 0.020125', '11 0.449553 0.821822 0.019968 0.019988', '9 0.504855 0.771343 0.020239 0.020275', '14 0.41296 0.558265 0.019585 0.01934', '8 0.503673 0.733731 0.019533 0.019827', '10 0.463486 0.672996 0.019432 0.019639', '4 0.562445 0.779542 0.020007 0.020174', '5 0.581919 0.922311 0.020033 0.02036', '7 0.613089 0.564641 0.020134 0.019897', '19 0.55404 0.747531 0.019441 0.019521', '17 0.463456 0.630875 0.020608 0.020888', '12 0.541381 0.923927 0.020336 0.02018', '16 0.41161 0.635995 0.02 0.020295', '2 0.355404 0.438967 0.019868 0.026636', '13 0.552154 0.924521 0.020066 0.020155']"
Fortuner,E:\datacamera2\2025-06-20_11-11-16\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 28]",11,"['11 0.623893 0.682127 0.020006 0.020256', '8 0.596075 0.679807 0.049176 0.08142', '16 0.419861 0.53213 0.020608 0.020615', '23 0.556549 0.536351 0.019954 0.020453', '27 0.551225 0.806866 0.019896 0.019968', '22 0.583189 0.600586 0.020451 0.020484', '15 0.358501 0.583691 0.020308 0.020775', '28 0.59461 0.771075 0.020002 0.020232', '26 0.371932 0.716174 0.020312 0.020379', '21 0.360628 0.55715 0.020585 0.020661', '1 0.316611 0.562207 0.020843 0.020536', '13 0.569033 0.61901 0.020681 0.020594', '6 0.534258 0.577803 0.029765 0.033694', '9 0.584762 0.63885 0.020725 0.020365', '14 0.559918 0.614709 0.020919 0.021194', '10 0.575076 0.707447 0.020214 0.020338', '2 0.311879 0.601611 0.020358 0.021263', '0 0.339902 0.668298 0.020081 0.020053', '18 0.588895 0.620616 0.020156 0.020618', '24 0.611581 0.765053 0.020404 0.020139', '4 0.555293 0.853383 0.02669 0.045514', '17 0.506962 0.543186 0.02032 0.02051']"
Innova,E:\datacamera2\2025-06-20_11-11-16\CAMERA_1.jpg,CAMERA_1.jpg,8,"[4, 7, 8, 9, 10, 14, 16, 26]",4,"['4 0.533887 0.577758 0.028242 0.032587', '7 0.623832 0.681689 0.018545 0.018976', '16 0.540582 0.665333 0.020045 0.034295', '26 0.372178 0.71635 0.020472 0.020663', '10 0.569716 0.619977 0.018513 0.020135', '9 0.559778 0.614402 0.019044 0.02027', '8 0.597752 0.6786 0.041819 0.07713', '14 0.588509 0.620995 0.018628 0.019368']"
Zenix,E:\datacamera2\2025-06-20_11-11-16\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-08-35\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-20_11-08-35\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.573649 0.720353 0.050458 0.117446']
Zenix,E:\datacamera2\2025-06-20_11-08-35\CAMERA_1.jpg,CAMERA_1.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.573146 0.720392 0.054277 0.122583', '10 0.455235 0.687621 0.019842 0.020261', '8 0.4963 0.749502 0.020116 0.020392', '18 0.462898 0.648741 0.020249 0.020246', '2 0.339336 0.468563 0.02061 0.049084', '13 0.546285 0.940766 0.020363 0.020862', '16 0.340645 0.710017 0.019586 0.020121', '5 0.576307 0.938144 0.020107 0.01996', '17 0.393303 0.658235 0.020708 0.020678', '15 0.326232 0.634851 0.019439 0.02', '7 0.463938 0.570405 0.019486 0.019966', '11 0.442165 0.837008 0.020311 0.019918', '12 0.535166 0.940978 0.020939 0.021035', '6 0.329413 0.569273 0.019694 0.020323', '9 0.497539 0.786824 0.020079 0.019457']"
Fortuner,E:\datacamera2\2025-06-20_11-07-08\CAMERA_1.jpg,CAMERA_1.jpg,22,"[1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.599045 0.690576 0.048157 0.081603', '24 0.615163 0.775174 0.020038 0.020107', '11 0.62703 0.691927 0.020334 0.020026', '6 0.538618 0.587738 0.029735 0.035254', '1 0.322746 0.570644 0.020201 0.020231', '9 0.587855 0.648958 0.019577 0.019409', '17 0.510605 0.553227 0.020172 0.020827', '22 0.586601 0.611578 0.020459 0.020748', '10 0.578648 0.717477 0.019828 0.019642', '26 0.377022 0.726195 0.019741 0.019714', '27 0.554602 0.814391 0.019361 0.019641', '28 0.597951 0.780374 0.019809 0.020171', '4 0.560876 0.857872 0.026914 0.048699', '16 0.424742 0.542076 0.019993 0.019927', '14 0.563716 0.625294 0.020169 0.020086', '21 0.365969 0.565874 0.021032 0.020633', '2 0.318342 0.612598 0.020212 0.020724', '25 0.361275 0.819589 0.019636 0.019763', '15 0.363537 0.594092 0.019868 0.020234', '23 0.561077 0.546485 0.020256 0.020393', '13 0.572186 0.630127 0.020231 0.020083', '18 0.592544 0.630813 0.020171 0.01936']"
Innova,E:\datacamera2\2025-06-20_11-07-08\CAMERA_1.jpg,CAMERA_1.jpg,10,"[4, 7, 8, 9, 16, 17, 21, 24, 25, 26]",4,"['4 0.537762 0.587979 0.029218 0.033799', '7 0.626743 0.691676 0.018709 0.019184', '24 0.614437 0.776136 0.018927 0.019321', '26 0.376904 0.726831 0.019964 0.020439', '8 0.600817 0.689723 0.041232 0.074523', '16 0.544266 0.673963 0.019777 0.023619', '25 0.360827 0.820183 0.019567 0.020014', '9 0.563785 0.624902 0.018441 0.019645', '17 0.597876 0.780795 0.018998 0.019547', '21 0.42517 0.542751 0.020171 0.019848']"
Zenix,E:\datacamera2\2025-06-20_11-07-08\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-05-36\CAMERA_1.jpg,CAMERA_1.jpg,14,"[0, 4, 5, 6, 13, 14, 15, 16, 17, 18, 22, 24, 27, 28]",6,"['6 0.536818 0.582523 0.029808 0.035396', '28 0.595738 0.779318 0.020378 0.019839', '14 0.57089 0.626776 0.020427 0.019952', '17 0.508645 0.549978 0.020206 0.020307', '4 0.55608 0.851406 0.027338 0.050515', '16 0.421509 0.536427 0.020106 0.020515', '13 0.561739 0.622305 0.0209 0.020741', '24 0.613522 0.774528 0.020382 0.020449', '5 0.618766 0.626293 0.020695 0.036634', '22 0.585001 0.607438 0.021056 0.020614', '18 0.590538 0.627317 0.020197 0.02032', '0 0.594532 0.680514 0.020077 0.020065', '27 0.55203 0.813728 0.020135 0.020127', '15 0.362561 0.560611 0.021526 0.02162']"
Innova,E:\datacamera2\2025-06-20_11-05-36\CAMERA_1.jpg,CAMERA_1.jpg,11,"[0, 2, 3, 4, 9, 10, 14, 16, 17, 19, 24]",0,"['0 0.595247 0.682052 0.019806 0.020432', '10 0.571088 0.626948 0.020038 0.020554', '16 0.541877 0.671642 0.019549 0.026212', '24 0.613076 0.774526 0.019508 0.019873', '14 0.59017 0.627536 0.019663 0.019735', '9 0.561224 0.621588 0.020286 0.020981', '19 0.58503 0.606615 0.021066 0.020529', '3 0.617793 0.614105 0.020051 0.047093', '17 0.59586 0.778896 0.019496 0.019919', '4 0.535804 0.583823 0.028762 0.034144', '2 0.55759 0.852974 0.024095 0.049477']"
Zenix,E:\datacamera2\2025-06-20_11-05-36\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-03-49\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-20_11-03-49\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.369165 0.713655 0.050167 0.108815']
Zenix,E:\datacamera2\2025-06-20_11-03-49\CAMERA_1.jpg,CAMERA_1.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"['3 0.367733 0.714384 0.052976 0.114738', '17 0.458807 0.644339 0.020111 0.020436', '9 0.500395 0.782428 0.019659 0.019755', '16 0.406646 0.647992 0.020908 0.020586', '7 0.609014 0.57562 0.019918 0.019857', '18 0.527367 0.667893 0.020283 0.020289', '15 0.314722 0.682502 0.019767 0.02009', '5 0.577951 0.93385 0.019479 0.019655', '11 0.445186 0.835323 0.019859 0.019097', '4 0.557051 0.792396 0.020016 0.019816', '19 0.549085 0.759629 0.019862 0.019614', '14 0.408088 0.569907 0.020162 0.020003', '13 0.548375 0.935657 0.019849 0.020284', '10 0.458309 0.685405 0.019553 0.019885', '12 0.53719 0.935506 0.020721 0.020452', '6 0.47237 0.568848 0.019859 0.019961', '2 0.345495 0.463292 0.020342 0.026387', '8 0.499626 0.746279 0.019746 0.019931']"
Fortuner,E:\datacamera2\2025-06-20_11-02-23\CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.628162 0.704411 0.020761 0.020775', '8 0.599995 0.70193 0.04913 0.083886', '25 0.357522 0.83257 0.019884 0.019848', '6 0.53768 0.596148 0.029725 0.034755', '1 0.318249 0.579154 0.020638 0.020343', '27 0.554751 0.828662 0.020115 0.020526', '26 0.374368 0.73723 0.019958 0.020217', '22 0.586871 0.619809 0.020898 0.021147', '17 0.510724 0.562244 0.020927 0.021035', '23 0.560491 0.553718 0.01997 0.019783', '16 0.422599 0.548779 0.020626 0.020982', '9 0.587894 0.659454 0.020437 0.01997', '2 0.314036 0.620796 0.02105 0.021158', '18 0.592217 0.64098 0.020077 0.020351', '10 0.579012 0.728951 0.020124 0.020231', '0 0.341741 0.688444 0.020696 0.020525', '24 0.61565 0.787925 0.020203 0.020563', '28 0.598183 0.79322 0.02014 0.02048', '15 0.359843 0.60233 0.019869 0.019873', '4 0.560684 0.873819 0.027865 0.049246', '13 0.573135 0.639758 0.020415 0.020831', '21 0.362576 0.574242 0.020725 0.02066', '14 0.56365 0.635299 0.020787 0.020747']"
Innova,E:\datacamera2\2025-06-20_11-02-23\CAMERA_1.jpg,CAMERA_1.jpg,11,"[4, 7, 8, 9, 10, 16, 17, 19, 24, 25, 26]",16,"['16 0.54356 0.685653 0.019837 0.023073', '26 0.374163 0.73797 0.02008 0.020705', '25 0.357276 0.832728 0.019609 0.020167', '7 0.627698 0.703087 0.019331 0.019144', '8 0.601681 0.699649 0.04012 0.076386', '4 0.537485 0.596563 0.029177 0.033829', '17 0.598236 0.793336 0.019079 0.019457', '10 0.573623 0.640053 0.018306 0.019723', '9 0.564205 0.635909 0.019916 0.020028', '24 0.615489 0.789212 0.019369 0.020199', '19 0.586766 0.62065 0.01875 0.018702']"
Zenix,E:\datacamera2\2025-06-20_11-02-23\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-20_11-00-36\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-20_11-00-36\CAMERA_1.jpg,CAMERA_1.jpg,1,[26],26,['26 0.556135 0.773936 0.017658 0.018844']
Zenix,E:\datacamera2\2025-06-20_11-00-36\CAMERA_1.jpg,CAMERA_1.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19]",3,"['3 0.367837 0.696367 0.052591 0.110874', '14 0.408471 0.558043 0.019834 0.019777', '8 0.498439 0.729535 0.019442 0.019642', '13 0.545991 0.919329 0.019673 0.020378', '15 0.315654 0.664616 0.020074 0.020194', '4 0.556046 0.774423 0.019843 0.019951', '18 0.526637 0.652145 0.019943 0.019988', '5 0.576089 0.917256 0.019992 0.019835', '17 0.458138 0.630253 0.019985 0.019854', '6 0.472401 0.55659 0.02043 0.020213', '7 0.607658 0.563626 0.019824 0.020006', '11 0.444286 0.817263 0.019897 0.019894', '10 0.458045 0.669494 0.019568 0.019592', '19 0.547574 0.741421 0.019539 0.019893', '12 0.534703 0.919381 0.020342 0.020393', '2 0.345278 0.424981 0.02053 0.024824', '9 0.498926 0.764824 0.019577 0.019626']"
Fortuner,E:\datacamera2\2025-06-20_10-59-49\CAMERA_1.jpg,CAMERA_1.jpg,6,"[0, 5, 13, 14, 18, 22]",18,"['18 0.589433 0.622314 0.020026 0.019741', '22 0.583993 0.603476 0.019958 0.019566', '0 0.593024 0.675346 0.020563 0.019808', '5 0.617213 0.618411 0.021207 0.041003', '14 0.570246 0.622165 0.02005 0.019355', '13 0.560643 0.617406 0.019522 0.019324']"
Innova,E:\datacamera2\2025-06-20_10-59-49\CAMERA_1.jpg,CAMERA_1.jpg,13,"[0, 3, 4, 9, 10, 13, 14, 19, 20, 22, 23, 24, 28]",28,"['28 0.560053 0.532165 0.019948 0.021037', '4 0.534756 0.581058 0.02887 0.035088', '22 0.49522 0.496327 0.02023 0.020449', '23 0.572383 0.513095 0.020384 0.020253', '19 0.583826 0.602441 0.020181 0.020124', '10 0.570588 0.622549 0.020002 0.020853', '14 0.589445 0.622706 0.019577 0.019877', '3 0.617047 0.609461 0.019704 0.048266', '13 0.507579 0.548391 0.019934 0.019763', '9 0.560471 0.617978 0.02001 0.02056', '0 0.593833 0.675734 0.019592 0.020081', '20 0.351469 0.524354 0.019927 0.019534', '24 0.612303 0.76839 0.020437 0.021077']"
Zenix,E:\datacamera2\2025-06-20_10-59-49\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
