decision,Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-48-22.jpg,CAMERA_1_2025-06-26_00-48-22.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-50-07.jpg,CAMERA_1_2025-06-26_00-50-07.jpg,1,[7],7,['7 0.602903 0.568796 0.021047 0.020758']
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-51-44.jpg,CAMERA_1_2025-06-26_00-51-44.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-53-27.jpg,CAMERA_1_2025-06-26_00-53-27.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-55-03.jpg,CAMERA_1_2025-06-26_00-55-03.jpg,1,[7],7,['7 0.605481 0.572554 0.021372 0.021282']
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-56-43.jpg,CAMERA_1_2025-06-26_00-56-43.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_00-58-25.jpg,CAMERA_1_2025-06-26_00-58-25.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",9,"['9 0.494845 0.778802 0.01988 0.020228', '4 0.551213 0.787526 0.020075 0.020472', '18 0.522328 0.662938 0.019995 0.020397', '8 0.494205 0.739207 0.019905 0.020717', '19 0.543518 0.753959 0.019821 0.020096', '5 0.571267 0.928803 0.020359 0.020429', '11 0.439536 0.827588 0.019938 0.019828', '14 0.405238 0.565199 0.02058 0.020072', '17 0.453951 0.6382 0.019892 0.020601', '10 0.453498 0.679602 0.019563 0.020418', '3 0.36379 0.705948 0.054681 0.11201', '13 0.541076 0.931631 0.020447 0.020793', '6 0.468092 0.564314 0.020582 0.020554', '7 0.604723 0.572039 0.020832 0.0206', '12 0.530236 0.931031 0.020378 0.020707', '16 0.403373 0.642477 0.020388 0.020472', '2 0.337135 0.450547 0.020051 0.02939', '15 0.311087 0.673661 0.020208 0.02051']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-00-03.jpg,CAMERA_1_2025-06-26_01-00-03.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-01-48.jpg,CAMERA_1_2025-06-26_01-01-48.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-03-24.jpg,CAMERA_1_2025-06-26_01-03-24.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",16,"['16 0.339664 0.692974 0.020091 0.020329', '11 0.438198 0.817045 0.020552 0.02041', '8 0.492806 0.728343 0.020846 0.02154', '1 0.564933 0.70117 0.063497 0.126718', '15 0.324778 0.618554 0.020035 0.019589', '18 0.458406 0.633701 0.019571 0.019567', '7 0.459278 0.55593 0.020609 0.020915', '10 0.450637 0.669584 0.019887 0.019917', '6 0.328507 0.557712 0.020093 0.020077', '5 0.569962 0.91621 0.020612 0.020325', '13 0.539806 0.917981 0.020466 0.021024', '17 0.390228 0.641706 0.020183 0.02008', '12 0.528705 0.918448 0.020912 0.021203', '2 0.335123 0.423892 0.020314 0.020113', '9 0.493121 0.766498 0.020371 0.020553']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-05-04.jpg,CAMERA_1_2025-06-26_01-05-04.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-07-03.jpg,CAMERA_1_2025-06-26_01-07-03.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.569139 0.715128 0.065993 0.12962', '9 0.49577 0.782492 0.01991 0.020062', '15 0.32511 0.632363 0.019703 0.019638', '16 0.340733 0.708871 0.019896 0.020225', '8 0.495548 0.743932 0.021195 0.022084', '6 0.328076 0.568379 0.020001 0.019988', '11 0.439965 0.833404 0.020415 0.020372', '5 0.573504 0.931355 0.020807 0.020573', '7 0.461158 0.566814 0.020504 0.020488', '17 0.391025 0.655144 0.020555 0.020442', '13 0.543157 0.933684 0.020694 0.021317', '10 0.452641 0.684186 0.019764 0.020387', '18 0.459988 0.646684 0.020199 0.020519', '12 0.531566 0.933869 0.020983 0.021511', '2 0.337516 0.456857 0.020901 0.021966']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-08-24.jpg,CAMERA_1_2025-06-26_01-08-24.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-10-05.jpg,CAMERA_1_2025-06-26_01-10-05.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-11-42.jpg,CAMERA_1_2025-06-26_01-11-42.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",19,"['19 0.545536 0.764504 0.019903 0.020223', '4 0.553669 0.79793 0.020367 0.020748', '16 0.402833 0.650488 0.020294 0.02052', '17 0.454631 0.646341 0.020096 0.020571', '7 0.606232 0.576739 0.021022 0.020949', '5 0.574083 0.937863 0.020865 0.021', '6 0.46843 0.570042 0.02021 0.019853', '14 0.404308 0.572366 0.019825 0.019663', '10 0.45405 0.687915 0.019702 0.019736', '9 0.49605 0.78797 0.019645 0.020471', '8 0.495109 0.750473 0.020099 0.020827', '18 0.523637 0.671331 0.019848 0.020007', '13 0.544432 0.940826 0.020252 0.021266', '11 0.440338 0.838703 0.020344 0.020493', '3 0.363799 0.717566 0.053933 0.114332', '12 0.533082 0.941166 0.020843 0.021067', '2 0.336439 0.467692 0.021055 0.030936']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-13-24.jpg,CAMERA_1_2025-06-26_01-13-24.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-15-07.jpg,CAMERA_1_2025-06-26_01-15-07.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-16-42.jpg,CAMERA_1_2025-06-26_01-16-42.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.574041 0.722814 0.063181 0.128937', '5 0.576842 0.943128 0.021738 0.021189', '11 0.442703 0.841907 0.020335 0.020846', '10 0.455865 0.691537 0.019721 0.019779', '7 0.464831 0.573237 0.020085 0.02073', '15 0.327047 0.637552 0.020578 0.02078', '16 0.342231 0.715387 0.020083 0.020375', '18 0.463698 0.654018 0.020094 0.020276', '8 0.498567 0.752159 0.02115 0.022467', '17 0.393858 0.66161 0.020595 0.021068', '9 0.499176 0.790548 0.019908 0.020668', '6 0.330163 0.570404 0.02049 0.020459', '13 0.545471 0.944044 0.021566 0.022118', '12 0.53427 0.944634 0.021759 0.022369', '2 0.341849 0.470135 0.020216 0.032183']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-18-28.jpg,CAMERA_1_2025-06-26_01-18-28.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-20-02.jpg,CAMERA_1_2025-06-26_01-20-02.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.553583 0.786474 0.02019 0.020452', '16 0.403559 0.639533 0.020407 0.020799', '7 0.606351 0.568879 0.020682 0.020411', '8 0.495161 0.739002 0.019935 0.021135', '19 0.54597 0.753563 0.019915 0.020042', '14 0.405422 0.562274 0.020183 0.020147', '11 0.440614 0.827313 0.020044 0.020341', '17 0.454953 0.636507 0.020261 0.020604', '9 0.496461 0.77632 0.019407 0.01975', '3 0.364024 0.704233 0.055638 0.113409', '6 0.468953 0.56046 0.021001 0.020697', '13 0.542601 0.93048 0.020595 0.020914', '5 0.573358 0.927934 0.020459 0.02074', '18 0.523862 0.660652 0.020333 0.02007', '10 0.454434 0.6772 0.019735 0.019722', '15 0.310929 0.673027 0.020046 0.020695', '12 0.531765 0.930282 0.020549 0.020971', '2 0.338074 0.44838 0.020099 0.031477']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-21-42.jpg,CAMERA_1_2025-06-26_01-21-42.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-23-25.jpg,CAMERA_1_2025-06-26_01-23-25.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-25-04.jpg,CAMERA_1_2025-06-26_01-25-04.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.549388 0.782956 0.020006 0.020376', '18 0.519921 0.656723 0.020535 0.020204', '10 0.450935 0.67405 0.019325 0.019289', '16 0.399929 0.638223 0.020053 0.020478', '3 0.360579 0.702732 0.052699 0.111645', '14 0.401844 0.560239 0.020354 0.020342', '11 0.43736 0.823663 0.020172 0.02041', '5 0.569959 0.924553 0.020903 0.020791', '7 0.602193 0.565712 0.020156 0.020152', '17 0.451114 0.63522 0.019931 0.019852', '6 0.465615 0.558882 0.02065 0.020661', '8 0.491593 0.736598 0.019372 0.020203', '9 0.492098 0.773003 0.020132 0.020631', '19 0.542032 0.748007 0.020056 0.020152', '13 0.540269 0.925294 0.020563 0.020919', '12 0.528722 0.92567 0.021107 0.021242', '2 0.332166 0.44413 0.02016 0.029078', '15 0.307348 0.670858 0.019535 0.019728']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-26-44.jpg,CAMERA_1_2025-06-26_01-26-44.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-28-26.jpg,CAMERA_1_2025-06-26_01-28-26.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",18,"['18 0.525961 0.675342 0.020207 0.020135', '10 0.456184 0.692227 0.019634 0.01965', '16 0.405046 0.65541 0.020671 0.02038', '14 0.407107 0.575254 0.021144 0.021071', '11 0.442297 0.843559 0.019601 0.019891', '19 0.548525 0.768845 0.020366 0.02075', '9 0.498594 0.791759 0.01943 0.01996', '7 0.609171 0.58212 0.020375 0.020234', '17 0.456784 0.650389 0.020111 0.020621', '8 0.497686 0.754634 0.019549 0.020941', '6 0.471019 0.574159 0.01984 0.020105', '4 0.555894 0.803289 0.020266 0.020173', '3 0.365382 0.719991 0.055326 0.115487', '13 0.545012 0.946589 0.021042 0.021127', '5 0.575705 0.944001 0.020899 0.020437', '12 0.5337 0.946658 0.02052 0.021145', '2 0.340908 0.471092 0.020022 0.031184']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-30-04.jpg,CAMERA_1_2025-06-26_01-30-04.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-31-46.jpg,CAMERA_1_2025-06-26_01-31-46.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-33-22.jpg,CAMERA_1_2025-06-26_01-33-22.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",14,"['14 0.405189 0.566058 0.02034 0.020149', '4 0.551273 0.788637 0.020142 0.020459', '9 0.494473 0.77754 0.019692 0.019727', '11 0.439318 0.828671 0.02027 0.020283', '18 0.521864 0.664663 0.019941 0.020277', '7 0.604623 0.573873 0.020404 0.020405', '8 0.493419 0.741379 0.019344 0.020358', '17 0.454029 0.639945 0.019614 0.019967', '19 0.543373 0.755642 0.019845 0.020007', '13 0.540646 0.93137 0.020866 0.021228', '5 0.570562 0.929558 0.020401 0.020826', '6 0.469199 0.566127 0.020389 0.02039', '16 0.403285 0.643831 0.019934 0.02023', '10 0.453433 0.679383 0.019298 0.020043', '3 0.363604 0.706653 0.054062 0.110893', '12 0.529648 0.93135 0.020484 0.021285', '2 0.336571 0.452452 0.019966 0.029082', '15 0.311086 0.674973 0.020107 0.02024']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-35-02.jpg,CAMERA_1_2025-06-26_01-35-02.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",7,"['7 0.603433 0.567631 0.02043 0.020515', '16 0.401608 0.640089 0.020385 0.020682', '3 0.36248 0.705108 0.053054 0.112797', '11 0.438991 0.825922 0.019832 0.019799', '8 0.493123 0.737759 0.020123 0.021213', '9 0.493929 0.774932 0.01994 0.020149', '17 0.45272 0.635587 0.020436 0.020921', '14 0.403255 0.562291 0.020062 0.020077', '19 0.543119 0.750818 0.019979 0.02089', '10 0.45227 0.677028 0.019776 0.019935', '6 0.466765 0.561142 0.020397 0.020164', '4 0.550669 0.784125 0.020226 0.020182', '18 0.521169 0.659435 0.020267 0.020106', '5 0.57172 0.926028 0.020594 0.020301', '15 0.308942 0.673556 0.020212 0.020844', '13 0.540962 0.928082 0.021214 0.021671', '12 0.529698 0.928059 0.021213 0.021454', '2 0.334094 0.44869 0.019788 0.029957']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-38-24.jpg,CAMERA_1_2025-06-26_01-38-24.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-40-06.jpg,CAMERA_1_2025-06-26_01-40-06.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-41-54.jpg,CAMERA_1_2025-06-26_01-41-54.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",14,"['14 0.40466 0.568374 0.020727 0.02044', '9 0.49608 0.781557 0.01949 0.0199', '8 0.495009 0.744272 0.019854 0.020619', '4 0.553358 0.790754 0.020259 0.020244', '18 0.523314 0.664855 0.019937 0.020477', '11 0.440673 0.832575 0.020034 0.020024', '16 0.403338 0.646158 0.020331 0.020818', '10 0.454063 0.681865 0.019586 0.020135', '19 0.545164 0.75667 0.020374 0.020384', '5 0.573441 0.931075 0.020189 0.020527', '6 0.468689 0.566335 0.020115 0.020052', '13 0.543308 0.93377 0.020386 0.020883', '3 0.363917 0.713022 0.055173 0.117797', '7 0.60539 0.572259 0.020765 0.020504', '17 0.454444 0.641712 0.020608 0.020414', '12 0.532076 0.934257 0.020636 0.021119', '2 0.338872 0.459793 0.020027 0.02778']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-43-39.jpg,CAMERA_1_2025-06-26_01-43-39.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-45-05.jpg,CAMERA_1_2025-06-26_01-45-05.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",8,"['8 0.494367 0.745857 0.019906 0.020312', '11 0.43976 0.833438 0.019939 0.019838', '16 0.403693 0.648859 0.020202 0.020487', '18 0.522392 0.668341 0.019852 0.020258', '19 0.543568 0.759489 0.019534 0.019702', '9 0.494955 0.783459 0.019772 0.019905', '4 0.551354 0.793346 0.020295 0.019984', '7 0.604267 0.577537 0.020953 0.020981', '6 0.468293 0.570323 0.020836 0.020345', '5 0.571092 0.933384 0.020233 0.020213', '10 0.453349 0.685235 0.019007 0.019283', '3 0.364807 0.711913 0.053227 0.110212', '13 0.541176 0.934333 0.020451 0.020743', '17 0.454369 0.644215 0.019847 0.020437', '12 0.530005 0.934636 0.020879 0.02111', '14 0.405784 0.571562 0.020488 0.020149', '2 0.337825 0.458878 0.019709 0.028383']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-46-42.jpg,CAMERA_1_2025-06-26_01-46-42.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-48-28.jpg,CAMERA_1_2025-06-26_01-48-28.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-50-03.jpg,CAMERA_1_2025-06-26_01-50-03.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",8,"['8 0.491659 0.727803 0.019496 0.020076', '16 0.401409 0.630715 0.019483 0.019518', '9 0.493062 0.764359 0.019405 0.020081', '11 0.437763 0.815359 0.019881 0.019757', '3 0.362177 0.695044 0.056582 0.116446', '18 0.520187 0.650585 0.019932 0.01986', '4 0.549122 0.773007 0.019999 0.020131', '10 0.451463 0.666539 0.018967 0.019159', '14 0.403438 0.555431 0.018976 0.019065', '5 0.569727 0.914751 0.020189 0.020324', '7 0.60202 0.559794 0.020003 0.020222', '19 0.541448 0.73926 0.019868 0.020143', '17 0.45206 0.626547 0.019957 0.020891', '13 0.539541 0.916757 0.020017 0.020426', '6 0.465981 0.553852 0.020117 0.019785', '12 0.528802 0.917107 0.020226 0.020587', '2 0.335698 0.423437 0.020101 0.027905']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-51-44.jpg,CAMERA_1_2025-06-26_01-51-44.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-53-27.jpg,CAMERA_1_2025-06-26_01-53-27.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-55-10.jpg,CAMERA_1_2025-06-26_01-55-10.jpg,14,"[1, 2, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18]",9,"['9 0.49614 0.780191 0.019244 0.019724', '8 0.495365 0.743088 0.020105 0.020604', '1 0.569498 0.713709 0.055795 0.12337', '5 0.573469 0.929983 0.020035 0.020837', '16 0.341453 0.703911 0.020015 0.020581', '15 0.326195 0.629023 0.020227 0.020337', '13 0.543714 0.932135 0.020422 0.021312', '7 0.462348 0.564153 0.020619 0.020654', '17 0.392961 0.652719 0.020391 0.020731', '6 0.32926 0.564995 0.020319 0.020705', '10 0.453494 0.681755 0.019138 0.019792', '12 0.532354 0.932214 0.021388 0.022428', '18 0.461501 0.644759 0.018944 0.019759', '2 0.339585 0.460686 0.020217 0.045049']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-56-47.jpg,CAMERA_1_2025-06-26_01-56-47.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_01-58-38.jpg,CAMERA_1_2025-06-26_01-58-38.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-00-04.jpg,CAMERA_1_2025-06-26_02-00-04.jpg,14,"[2, 3, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",10,"['10 0.45091 0.676324 0.019864 0.019925', '11 0.437216 0.826249 0.019534 0.019534', '16 0.400051 0.640145 0.020166 0.020574', '7 0.602857 0.566189 0.020312 0.020435', '14 0.402407 0.562964 0.020284 0.020257', '3 0.360759 0.703619 0.054996 0.111887', '18 0.520357 0.659126 0.020469 0.020384', '17 0.451257 0.636566 0.020078 0.020155', '9 0.493354 0.775459 0.019584 0.020113', '8 0.491974 0.737292 0.019955 0.020757', '6 0.465968 0.560673 0.020883 0.020482', '19 0.542292 0.750868 0.021317 0.021505', '2 0.333135 0.449581 0.020566 0.029607', '15 0.307767 0.672917 0.020234 0.020701']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-01-48.jpg,CAMERA_1_2025-06-26_02-01-48.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-03-23.jpg,CAMERA_1_2025-06-26_02-03-23.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",5,"['5 0.575109 0.947354 0.020306 0.020434', '4 0.555223 0.806043 0.020078 0.020162', '16 0.404997 0.65762 0.020559 0.020485', '11 0.441963 0.845911 0.02027 0.020518', '19 0.547954 0.772302 0.020506 0.020712', '7 0.608737 0.585433 0.02046 0.020609', '14 0.40685 0.577938 0.020313 0.02019', '9 0.497754 0.795281 0.019764 0.019824', '8 0.496904 0.758219 0.01976 0.020484', '3 0.365873 0.722343 0.053618 0.113222', '18 0.525843 0.677219 0.02038 0.02023', '17 0.456418 0.653389 0.02084 0.021183', '6 0.470892 0.576933 0.020331 0.020535', '13 0.544884 0.94941 0.020429 0.020597', '10 0.455783 0.695137 0.020528 0.020359', '12 0.533867 0.949462 0.020651 0.020652', '15 0.311476 0.689275 0.020728 0.020906']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-05-09.jpg,CAMERA_1_2025-06-26_02-05-09.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-06-49.jpg,CAMERA_1_2025-06-26_02-06-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-08-21.jpg,CAMERA_1_2025-06-26_02-08-21.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.566486 0.713796 0.062548 0.123442', '16 0.339816 0.703389 0.020114 0.020544', '9 0.494217 0.779932 0.020024 0.020223', '11 0.4387 0.828723 0.020638 0.020973', '15 0.325829 0.628953 0.020034 0.020127', '8 0.4935 0.742276 0.020629 0.021265', '7 0.461157 0.565925 0.021263 0.021266', '5 0.569915 0.930293 0.02077 0.020797', '17 0.391262 0.653098 0.020581 0.02108', '10 0.451809 0.681832 0.019687 0.020354', '6 0.329311 0.565541 0.020362 0.020624', '13 0.539791 0.931552 0.020598 0.021516', '18 0.459576 0.645314 0.019395 0.019845', '12 0.528893 0.931271 0.021202 0.02181', '2 0.335806 0.459126 0.02075 0.048984']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-10-17.jpg,CAMERA_1_2025-06-26_02-10-17.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-11-47.jpg,CAMERA_1_2025-06-26_02-11-47.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-13-51.jpg,CAMERA_1_2025-06-26_02-13-51.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",18,"['18 0.521593 0.647766 0.019862 0.020294', '6 0.467519 0.551567 0.020307 0.020076', '8 0.493866 0.725157 0.019616 0.020458', '4 0.551447 0.770794 0.020183 0.0207', '11 0.439556 0.813338 0.020396 0.020348', '9 0.494763 0.761699 0.019404 0.019481', '19 0.543549 0.736627 0.019728 0.020201', '16 0.402904 0.629649 0.019835 0.020214', '5 0.572236 0.913383 0.020065 0.020083', '7 0.603447 0.558572 0.020383 0.020717', '10 0.453285 0.664359 0.018926 0.019422', '3 0.364291 0.691929 0.054646 0.11199', '13 0.541874 0.915048 0.020486 0.020398', '14 0.404643 0.554055 0.019858 0.019331', '12 0.530897 0.914972 0.020161 0.020591', '17 0.454019 0.6239 0.019972 0.020162', '2 0.337793 0.419313 0.019965 0.029149']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-16-00.jpg,CAMERA_1_2025-06-26_02-16-00.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-18-17.jpg,CAMERA_1_2025-06-26_02-18-17.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-20-28.jpg,CAMERA_1_2025-06-26_02-20-28.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.552759 0.789376 0.020285 0.020405', '8 0.494957 0.742855 0.020133 0.020806', '19 0.545002 0.756017 0.020182 0.020518', '11 0.440138 0.829627 0.020626 0.020562', '18 0.523705 0.663335 0.020288 0.020288', '9 0.496205 0.779867 0.019646 0.0198', '14 0.405565 0.565188 0.020587 0.019758', '5 0.57321 0.9302 0.020375 0.02081', '17 0.454767 0.638119 0.020231 0.02075', '3 0.363906 0.708226 0.057419 0.117619', '10 0.454173 0.679565 0.019404 0.019861', '6 0.469069 0.563431 0.020287 0.020079', '13 0.542264 0.931594 0.020565 0.020907', '12 0.531388 0.93207 0.020773 0.02115', '7 0.606182 0.570818 0.02097 0.02048', '16 0.403835 0.641516 0.020738 0.020614', '15 0.311007 0.674541 0.020148 0.020546', '2 0.33753 0.454316 0.020548 0.035576']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-26_02-22-09.jpg,CAMERA_1_2025-06-26_02-22-09.jpg,0,[],-,[]
